date,state,Sum of accumulate_cases,total recovered,Sum of accumulate_deaths,Sum of deaths_new,Sum of cases_new,recovered_per_day
10-06-21,Selangor,208845,192312,1032,29,1510,834
11-06-21,Selangor,211403,193157,1051,19,2558,845
12-06-21,Selangor,212985,194087,1078,27,1582,930
13-06-21,Selangor,214985,194924,1093,15,2000,837
14-06-21,Selangor,216481,195746,1111,18,1496,822
15-06-21,Selangor,218477,196432,1161,50,1996,686
16-06-21,Selangor,220391,197126,1194,33,1914,694
17-06-21,Selangor,222249,197892,1214,20,1858,766
18-06-21,Selangor,224344,198893,1242,28,2095,1001
19-06-21,Selangor,226455,199936,1265,23,2111,1043
20-06-21,Selangor,228135,200854,1285,20,1680,918
21-06-21,Selangor,229481,201825,1309,24,1346,971
22-06-21,Selangor,231047,202695,1341,32,1566,870
23-06-21,Selangor,233048,203470,1378,37,2001,775
24-06-21,Selangor,235120,204391,1410,32,2072,921
25-06-21,Selangor,237307,205456,1441,31,2187,1065
26-06-21,Selangor,239415,206569,1471,30,2108,1113
27-06-21,Selangor,241627,207568,1492,21,2212,999
28-06-21,Selangor,243616,208455,1507,15,1989,887
29-06-21,Selangor,245915,209378,1550,43,2299,923
30-06-21,Selangor,248751,210317,1572,22,2836,939
01-07-21,Selangor,251636,211457,1618,46,2885,1140
02-07-21,Selangor,254543,212684,1647,29,2907,1227
03-07-21,Selangor,257590,214062,1698,51,3047,1378
04-07-21,Selangor,259852,215253,1722,24,2262,1191
05-07-21,Selangor,262462,216451,1752,30,2610,1198
06-07-21,Selangor,265722,217689,1795,43,3260,1238
07-07-21,Selangor,268841,218738,1842,47,3119,1049
08-07-21,Selangor,272993,220071,1904,62,4152,1333
09-07-21,Selangor,277393,221478,1933,29,4400,1407
10-07-21,Selangor,281670,222732,1983,50,4277,1254
11-07-21,Selangor,286352,223701,2018,35,4682,969
12-07-21,Selangor,290660,224669,2064,46,4308,968
13-07-21,Selangor,295923,225570,2121,57,5263,901
14-07-21,Selangor,300974,226413,2167,46,5051,843
15-07-21,Selangor,307094,227271,2212,45,6120,858
16-07-21,Selangor,312606,227732,2265,53,5512,461
17-07-21,Selangor,317591,228346,2311,46,4985,614
18-07-21,Selangor,322419,229061,2393,82,4828,715
19-07-21,Selangor,326823,229545,2454,61,4404,484
20-07-21,Selangor,332347,230290,2485,31,5524,745
21-07-21,Selangor,337897,230985,2569,84,5550,695
22-07-21,Selangor,343946,231677,2608,39,6049,692
23-07-21,Selangor,351618,232543,2674,66,7672,866
24-07-21,Selangor,358969,233211,2761,87,7351,668
25-07-21,Selangor,367469,233968,2788,27,8500,757
26-07-21,Selangor,373977,234699,2845,57,6508,731
27-07-21,Selangor,380593,235518,2941,96,6616,819
28-07-21,Selangor,387764,236262,2982,41,7171,744
29-07-21,Selangor,394927,237109,3052,70,7163,847
30-07-21,Selangor,401019,237871,3087,35,6092,762
16-03-20,Terengganu,4,0,0,0,4,0
17-03-20,Terengganu,7,0,0,0,3,0
18-03-20,Terengganu,10,0,0,0,3,0
19-03-20,Terengganu,11,0,0,0,1,0
20-03-20,Terengganu,20,0,0,0,9,0
21-03-20,Terengganu,27,0,0,0,7,0
22-03-20,Terengganu,32,0,0,0,5,0
23-03-20,Terengganu,38,0,0,0,6,0
24-03-20,Terengganu,38,0,0,0,0,0
25-03-20,Terengganu,38,0,0,0,0,0
26-03-20,Terengganu,39,0,0,0,1,0
27-03-20,Terengganu,41,0,0,0,2,0
28-03-20,Terengganu,45,0,0,0,4,0
29-03-20,Terengganu,47,0,0,0,2,0
30-03-20,Terengganu,47,0,0,0,0,0
31-03-20,Terengganu,47,0,0,0,0,0
01-04-20,Terengganu,48,2,0,0,1,2
02-04-20,Terengganu,50,4,0,0,2,2
03-04-20,Terengganu,68,4,0,0,18,0
04-04-20,Terengganu,74,4,0,0,6,0
05-04-20,Terengganu,84,11,0,0,10,7
06-04-20,Terengganu,90,16,1,1,6,5
07-04-20,Terengganu,90,23,1,0,0,7
08-04-20,Terengganu,93,28,1,0,3,5
09-04-20,Terengganu,98,31,1,0,5,3
10-04-20,Terengganu,101,34,1,0,3,3
11-04-20,Terengganu,102,35,1,0,1,1
12-04-20,Terengganu,102,40,1,0,0,5
13-04-20,Terengganu,106,44,1,0,4,4
14-04-20,Terengganu,106,47,1,0,0,3
15-04-20,Terengganu,106,49,1,0,0,2
16-04-20,Terengganu,108,52,1,0,2,3
17-04-20,Terengganu,108,59,1,0,0,7
18-04-20,Terengganu,109,66,1,0,1,7
19-04-20,Terengganu,109,73,1,0,0,7
20-04-20,Terengganu,109,76,1,0,0,3
21-04-20,Terengganu,109,76,1,0,0,0
22-04-20,Terengganu,109,78,1,0,0,2
23-04-20,Terengganu,110,80,1,0,1,2
24-04-20,Terengganu,110,80,1,0,0,0
25-04-20,Terengganu,110,80,1,0,0,0
26-04-20,Terengganu,110,90,1,0,0,10
27-04-20,Terengganu,110,91,1,0,0,1
28-04-20,Terengganu,110,95,1,0,0,4
29-04-20,Terengganu,110,101,1,0,0,6
30-04-20,Terengganu,110,103,1,0,0,2
01-05-20,Terengganu,110,103,1,0,0,0
02-05-20,Terengganu,110,108,1,0,0,5
03-05-20,Terengganu,110,109,1,0,0,1
04-05-20,Terengganu,110,109,1,0,0,0
05-05-20,Terengganu,110,113,1,0,0,4
06-05-20,Terengganu,110,113,1,0,0,0
07-05-20,Terengganu,110,114,1,0,0,1
08-05-20,Terengganu,110,117,1,0,0,3
09-05-20,Terengganu,110,123,1,0,0,6
10-05-20,Terengganu,110,123,1,0,0,0
11-05-20,Terengganu,110,126,1,0,0,3
12-05-20,Terengganu,110,127,1,0,0,1
13-05-20,Terengganu,110,129,1,0,0,2
14-05-20,Terengganu,110,130,1,0,0,1
15-05-20,Terengganu,110,131,1,0,0,1
16-05-20,Terengganu,110,132,1,0,0,1
17-05-20,Terengganu,110,132,1,0,0,0
18-05-20,Terengganu,110,135,1,0,0,3
19-05-20,Terengganu,110,136,1,0,0,1
20-05-20,Terengganu,111,136,1,0,1,0
21-05-20,Terengganu,111,136,1,0,0,0
22-05-20,Terengganu,111,137,1,0,0,1
23-05-20,Terengganu,111,137,1,0,0,0
24-05-20,Terengganu,111,138,1,0,0,1
25-05-20,Terengganu,111,138,1,0,0,0
26-05-20,Terengganu,111,138,1,0,0,0
27-05-20,Terengganu,111,138,1,0,0,0
28-05-20,Terengganu,111,138,1,0,0,0
29-05-20,Terengganu,111,138,1,0,0,0
30-05-20,Terengganu,111,138,1,0,0,0
31-05-20,Terengganu,111,138,1,0,0,0
01-06-20,Terengganu,111,138,1,0,0,0
02-06-20,Terengganu,111,138,1,0,0,0
03-06-20,Terengganu,111,138,1,0,0,0
04-06-20,Terengganu,111,138,1,0,0,0
05-06-20,Terengganu,111,138,1,0,0,0
06-06-20,Terengganu,111,138,1,0,0,0
07-06-20,Terengganu,111,138,1,0,0,0
08-06-20,Terengganu,111,138,1,0,0,0
09-06-20,Terengganu,111,138,1,0,0,0
10-06-20,Terengganu,111,138,1,0,0,0
11-06-20,Terengganu,111,138,1,0,0,0
12-06-20,Terengganu,111,138,1,0,0,0
13-06-20,Terengganu,111,138,1,0,0,0
14-06-20,Terengganu,111,138,1,0,0,0
15-06-20,Terengganu,111,138,1,0,0,0
16-06-20,Terengganu,111,138,1,0,0,0
17-06-20,Terengganu,111,138,1,0,0,0
18-06-20,Terengganu,111,138,1,0,0,0
19-06-20,Terengganu,111,138,1,0,0,0
20-06-20,Terengganu,111,138,1,0,0,0
21-06-20,Terengganu,111,138,1,0,0,0
22-06-20,Terengganu,111,138,1,0,0,0
23-06-20,Terengganu,111,138,1,0,0,0
24-06-20,Terengganu,111,138,1,0,0,0
25-06-20,Terengganu,111,138,1,0,0,0
26-06-20,Terengganu,111,138,1,0,0,0
27-06-20,Terengganu,111,138,1,0,0,0
28-06-20,Terengganu,111,139,1,0,0,1
29-06-20,Terengganu,111,139,1,0,0,0
30-06-20,Terengganu,111,139,1,0,0,0
01-07-20,Terengganu,111,139,1,0,0,0
02-07-20,Terengganu,111,139,1,0,0,0
03-07-20,Terengganu,111,139,1,0,0,0
04-07-20,Terengganu,111,139,1,0,0,0
05-07-20,Terengganu,111,139,1,0,0,0
06-07-20,Terengganu,111,139,1,0,0,0
07-07-20,Terengganu,111,139,1,0,0,0
08-07-20,Terengganu,111,139,1,0,0,0
09-07-20,Terengganu,111,139,1,0,0,0
10-07-20,Terengganu,111,139,1,0,0,0
11-07-20,Terengganu,111,139,1,0,0,0
12-07-20,Terengganu,111,139,1,0,0,0
13-07-20,Terengganu,111,139,1,0,0,0
14-07-20,Terengganu,111,139,1,0,0,0
15-07-20,Terengganu,111,139,1,0,0,0
16-07-20,Terengganu,112,139,1,0,1,0
17-07-20,Terengganu,114,139,1,0,2,0
18-07-20,Terengganu,114,139,1,0,0,0
19-07-20,Terengganu,114,139,1,0,0,0
20-07-20,Terengganu,114,139,1,0,0,0
21-07-20,Terengganu,114,139,1,0,0,0
22-07-20,Terengganu,114,139,1,0,0,0
23-07-20,Terengganu,114,139,1,0,0,0
24-07-20,Terengganu,114,139,1,0,0,0
25-07-20,Terengganu,114,139,1,0,0,0
26-07-20,Terengganu,114,139,1,0,0,0
27-07-20,Terengganu,114,139,1,0,0,0
28-07-20,Terengganu,114,139,1,0,0,0
29-07-20,Terengganu,114,140,1,0,0,1
30-07-20,Terengganu,114,140,1,0,0,0
31-07-20,Terengganu,114,142,1,0,0,2
01-08-20,Terengganu,114,142,1,0,0,0
02-08-20,Terengganu,114,142,1,0,0,0
03-08-20,Terengganu,114,142,1,0,0,0
04-08-20,Terengganu,114,142,1,0,0,0
05-08-20,Terengganu,114,142,1,0,0,0
06-08-20,Terengganu,114,142,1,0,0,0
07-08-20,Terengganu,114,142,1,0,0,0
08-08-20,Terengganu,114,142,1,0,0,0
09-08-20,Terengganu,114,142,1,0,0,0
10-08-20,Terengganu,114,142,1,0,0,0
11-08-20,Terengganu,114,142,1,0,0,0
12-08-20,Terengganu,114,142,1,0,0,0
13-08-20,Terengganu,114,142,1,0,0,0
14-08-20,Terengganu,114,142,1,0,0,0
15-08-20,Terengganu,114,142,1,0,0,0
16-08-20,Terengganu,114,142,1,0,0,0
17-08-20,Terengganu,114,142,1,0,0,0
18-08-20,Terengganu,114,142,1,0,0,0
19-08-20,Terengganu,114,142,1,0,0,0
20-08-20,Terengganu,114,142,1,0,0,0
21-08-20,Terengganu,114,142,1,0,0,0
22-08-20,Terengganu,114,142,1,0,0,0
23-08-20,Terengganu,114,142,1,0,0,0
24-08-20,Terengganu,114,142,1,0,0,0
25-08-20,Terengganu,114,142,1,0,0,0
26-08-20,Terengganu,114,142,1,0,0,0
27-08-20,Terengganu,114,142,1,0,0,0
28-08-20,Terengganu,114,142,1,0,0,0
29-08-20,Terengganu,114,142,1,0,0,0
30-08-20,Terengganu,114,142,1,0,0,0
31-08-20,Terengganu,114,142,1,0,0,0
01-09-20,Terengganu,114,142,1,0,0,0
02-09-20,Terengganu,114,142,1,0,0,0
03-09-20,Terengganu,114,142,1,0,0,0
04-09-20,Terengganu,114,142,1,0,0,0
05-09-20,Terengganu,114,142,1,0,0,0
06-09-20,Terengganu,114,142,1,0,0,0
07-09-20,Terengganu,114,142,1,0,0,0
08-09-20,Terengganu,114,142,1,0,0,0
09-09-20,Terengganu,114,142,1,0,0,0
10-09-20,Terengganu,114,142,1,0,0,0
11-09-20,Terengganu,114,142,1,0,0,0
12-09-20,Terengganu,114,142,1,0,0,0
13-09-20,Terengganu,114,142,1,0,0,0
14-09-20,Terengganu,114,142,1,0,0,0
15-09-20,Terengganu,114,142,1,0,0,0
16-09-20,Terengganu,114,142,1,0,0,0
17-09-20,Terengganu,114,142,1,0,0,0
18-09-20,Terengganu,114,142,1,0,0,0
19-09-20,Terengganu,114,142,1,0,0,0
20-09-20,Terengganu,114,142,1,0,0,0
21-09-20,Terengganu,114,142,1,0,0,0
22-09-20,Terengganu,114,142,1,0,0,0
23-09-20,Terengganu,114,142,1,0,0,0
24-09-20,Terengganu,114,142,1,0,0,0
25-09-20,Terengganu,114,142,1,0,0,0
26-09-20,Terengganu,116,142,1,0,2,0
27-09-20,Terengganu,116,142,1,0,0,0
28-09-20,Terengganu,117,142,1,0,1,0
29-09-20,Terengganu,117,142,1,0,0,0
30-09-20,Terengganu,120,142,1,0,3,0
01-10-20,Terengganu,122,142,1,0,2,0
02-10-20,Terengganu,125,142,1,0,3,0
03-10-20,Terengganu,134,142,1,0,9,0
04-10-20,Terengganu,134,142,1,0,0,0
05-10-20,Terengganu,139,143,1,0,5,1
06-10-20,Terengganu,140,143,1,0,1,0
07-10-20,Terengganu,144,143,1,0,4,0
08-10-20,Terengganu,149,144,1,0,5,1
09-10-20,Terengganu,154,148,1,0,5,4
10-10-20,Terengganu,154,148,1,0,0,0
11-10-20,Terengganu,157,149,1,0,3,1
12-10-20,Terengganu,157,151,1,0,0,2
13-10-20,Terengganu,157,155,1,0,0,4
14-10-20,Terengganu,157,155,1,0,0,0
15-10-20,Terengganu,157,162,1,0,0,7
16-10-20,Terengganu,157,165,1,0,0,3
17-10-20,Terengganu,160,166,1,0,3,1
18-10-20,Terengganu,162,171,1,0,2,5
19-10-20,Terengganu,163,175,1,0,1,4
20-10-20,Terengganu,163,175,1,0,0,0
21-10-20,Terengganu,163,181,1,0,0,6
22-10-20,Terengganu,164,186,1,0,1,5
23-10-20,Terengganu,166,187,1,0,2,1
24-10-20,Terengganu,166,188,1,0,0,1
25-10-20,Terengganu,173,188,1,0,7,0
26-10-20,Terengganu,176,188,1,0,3,0
27-10-20,Terengganu,180,189,1,0,4,1
28-10-20,Terengganu,191,189,1,0,11,0
29-10-20,Terengganu,192,192,1,0,1,3
30-10-20,Terengganu,192,192,1,0,0,0
31-10-20,Terengganu,194,194,1,0,2,2
01-11-20,Terengganu,209,194,1,0,15,0
02-11-20,Terengganu,209,196,1,0,0,2
03-11-20,Terengganu,210,197,1,0,1,1
04-11-20,Terengganu,213,197,1,0,3,0
05-11-20,Terengganu,213,200,1,0,0,3
06-11-20,Terengganu,221,202,1,0,8,2
07-11-20,Terengganu,224,208,1,0,3,6
08-11-20,Terengganu,225,210,1,0,1,2
09-11-20,Terengganu,225,223,1,0,0,13
10-11-20,Terengganu,225,225,1,0,0,2
11-11-20,Terengganu,225,229,1,0,0,4
12-11-20,Terengganu,225,233,1,0,0,4
13-11-20,Terengganu,225,239,1,0,0,6
14-11-20,Terengganu,225,243,1,0,0,4
15-11-20,Terengganu,225,245,1,0,0,2
16-11-20,Terengganu,229,247,1,0,4,2
17-11-20,Terengganu,230,247,1,0,1,0
18-11-20,Terengganu,230,254,1,0,0,7
19-11-20,Terengganu,230,258,1,0,0,4
20-11-20,Terengganu,234,260,1,0,4,2
21-11-20,Terengganu,234,262,1,0,0,2
22-11-20,Terengganu,234,262,1,0,0,0
23-11-20,Terengganu,234,262,1,0,0,0
24-11-20,Terengganu,234,262,1,0,0,0
25-11-20,Terengganu,235,262,1,0,1,0
26-11-20,Terengganu,236,262,1,0,1,0
27-11-20,Terengganu,236,262,1,0,0,0
28-11-20,Terengganu,236,266,1,0,0,4
29-11-20,Terengganu,237,266,1,0,1,0
30-11-20,Terengganu,237,267,1,0,0,1
01-12-20,Terengganu,237,267,1,0,0,0
02-12-20,Terengganu,237,271,1,0,0,4
03-12-20,Terengganu,238,271,1,0,1,0
04-12-20,Terengganu,238,272,1,0,0,1
05-12-20,Terengganu,238,272,1,0,0,0
06-12-20,Terengganu,239,272,1,0,1,0
07-12-20,Terengganu,239,273,1,0,0,1
08-12-20,Terengganu,239,273,1,0,0,0
09-12-20,Terengganu,239,273,1,0,0,0
10-12-20,Terengganu,242,273,1,0,3,0
11-12-20,Terengganu,244,274,1,0,2,1
12-12-20,Terengganu,250,274,1,0,6,0
13-12-20,Terengganu,262,274,1,0,12,0
14-12-20,Terengganu,271,274,1,0,9,0
15-12-20,Terengganu,278,274,1,0,7,0
16-12-20,Terengganu,279,277,1,0,1,3
17-12-20,Terengganu,281,277,1,0,2,0
18-12-20,Terengganu,285,278,1,0,4,1
19-12-20,Terengganu,285,279,1,0,0,1
20-12-20,Terengganu,287,286,1,0,2,7
21-12-20,Terengganu,288,302,1,0,1,16
22-12-20,Terengganu,288,311,1,0,0,9
23-12-20,Terengganu,289,314,1,0,1,3
24-12-20,Terengganu,296,316,1,0,7,2
25-12-20,Terengganu,296,318,1,0,0,2
26-12-20,Terengganu,296,322,1,0,0,4
27-12-20,Terengganu,301,323,1,0,5,1
28-12-20,Terengganu,304,325,1,0,3,2
29-12-20,Terengganu,306,325,1,0,2,0
30-12-20,Terengganu,308,326,1,0,2,1
31-12-20,Terengganu,325,327,1,0,17,1
01-01-21,Terengganu,339,330,1,0,14,3
02-01-21,Terengganu,355,334,1,0,16,4
03-01-21,Terengganu,359,338,1,0,4,4
04-01-21,Terengganu,363,341,1,0,4,3
05-01-21,Terengganu,376,341,1,0,13,0
06-01-21,Terengganu,395,348,1,0,19,7
07-01-21,Terengganu,405,363,1,0,10,15
08-01-21,Terengganu,439,378,1,0,34,15
09-01-21,Terengganu,455,390,1,0,16,12
10-01-21,Terengganu,484,404,1,0,29,14
11-01-21,Terengganu,525,415,1,0,41,11
12-01-21,Terengganu,545,430,1,0,20,15
13-01-21,Terengganu,572,454,1,0,27,24
14-01-21,Terengganu,661,475,1,0,89,21
15-01-21,Terengganu,753,506,1,0,92,31
16-01-21,Terengganu,833,527,1,0,80,21
17-01-21,Terengganu,855,566,1,0,22,39
18-01-21,Terengganu,875,596,2,1,20,30
19-01-21,Terengganu,908,615,2,0,33,19
20-01-21,Terengganu,989,654,2,0,81,39
21-01-21,Terengganu,1046,743,2,0,57,89
22-01-21,Terengganu,1224,819,2,0,178,76
23-01-21,Terengganu,1355,897,2,0,131,78
24-01-21,Terengganu,1534,933,4,2,179,36
25-01-21,Terengganu,1613,1004,4,0,79,71
26-01-21,Terengganu,1689,1051,4,0,76,47
27-01-21,Terengganu,1757,1157,4,0,68,106
28-01-21,Terengganu,1837,1202,4,0,80,45
29-01-21,Terengganu,1974,1287,4,0,137,85
30-01-21,Terengganu,2059,1411,4,0,85,124
31-01-21,Terengganu,2142,1530,4,0,83,119
01-02-21,Terengganu,2180,1612,5,1,38,82
02-02-21,Terengganu,2295,1644,5,0,115,32
03-02-21,Terengganu,2350,1756,5,0,55,112
04-02-21,Terengganu,2419,1872,5,0,69,116
05-02-21,Terengganu,2503,1967,5,0,84,95
06-02-21,Terengganu,2559,2096,5,0,56,129
07-02-21,Terengganu,2588,2193,5,0,29,97
08-02-21,Terengganu,2618,2232,5,0,30,39
09-02-21,Terengganu,2652,2266,5,0,34,34
10-02-21,Terengganu,2676,2296,5,0,24,30
11-02-21,Terengganu,2702,2353,7,2,26,57
12-02-21,Terengganu,2774,2400,7,0,72,47
13-02-21,Terengganu,2820,2463,8,1,46,63
14-02-21,Terengganu,2871,2553,8,0,51,90
15-02-21,Terengganu,2924,2609,8,0,53,56
16-02-21,Terengganu,2950,2640,8,0,26,31
17-02-21,Terengganu,3041,2701,8,0,91,61
18-02-21,Terengganu,3060,2737,8,0,19,36
19-02-21,Terengganu,3097,2755,8,0,37,18
20-02-21,Terengganu,3119,2780,8,0,22,25
21-02-21,Terengganu,3131,2825,10,2,12,45
22-02-21,Terengganu,3135,2868,10,0,4,43
23-02-21,Terengganu,3144,2904,10,0,9,36
24-02-21,Terengganu,3166,2964,11,1,22,60
25-02-21,Terengganu,3172,3002,11,0,6,38
26-02-21,Terengganu,3173,3013,11,0,1,11
27-02-21,Terengganu,3184,3032,11,0,11,19
28-02-21,Terengganu,3196,3052,11,0,12,20
01-03-21,Terengganu,3211,3078,11,0,15,26
02-03-21,Terengganu,3218,3110,11,0,7,32
03-03-21,Terengganu,3223,3121,11,0,5,11
04-03-21,Terengganu,3233,3136,11,0,10,15
05-03-21,Terengganu,3249,3150,11,0,16,14
06-03-21,Terengganu,3271,3155,11,0,22,5
07-03-21,Terengganu,3281,3161,11,0,10,6
08-03-21,Terengganu,3294,3173,11,0,13,12
09-03-21,Terengganu,3330,3182,12,1,36,9
10-03-21,Terengganu,3338,3196,12,0,8,14
11-03-21,Terengganu,3342,3207,12,0,4,11
12-03-21,Terengganu,3358,3211,12,0,16,4
13-03-21,Terengganu,3372,3225,13,1,14,14
14-03-21,Terengganu,3409,3255,13,0,37,30
15-03-21,Terengganu,3448,3261,13,0,39,6
16-03-21,Terengganu,3471,3265,13,0,23,4
17-03-21,Terengganu,3486,3277,13,0,15,12
18-03-21,Terengganu,3501,3319,13,0,15,42
19-03-21,Terengganu,3507,3323,13,0,6,4
20-03-21,Terengganu,3539,3328,13,0,32,5
21-03-21,Terengganu,3557,3342,13,0,18,14
22-03-21,Terengganu,3560,3364,13,0,3,22
23-03-21,Terengganu,3567,3388,13,0,7,24
24-03-21,Terengganu,3571,3421,13,0,4,33
25-03-21,Terengganu,3577,3438,13,0,6,17
26-03-21,Terengganu,3580,3455,13,0,3,17
27-03-21,Terengganu,3583,3471,13,0,3,16
28-03-21,Terengganu,3585,3473,13,0,2,2
29-03-21,Terengganu,3589,3495,13,0,4,22
30-03-21,Terengganu,3591,3517,13,0,2,22
31-03-21,Terengganu,3593,3520,13,0,2,3
01-04-21,Terengganu,3599,3523,13,0,6,3
02-04-21,Terengganu,3607,3537,13,0,8,14
03-04-21,Terengganu,3611,3538,13,0,4,1
04-04-21,Terengganu,3617,3540,13,0,6,2
05-04-21,Terengganu,3620,3545,13,0,3,5
06-04-21,Terengganu,3629,3545,13,0,9,0
07-04-21,Terengganu,3639,3549,13,0,10,4
08-04-21,Terengganu,3650,3551,13,0,11,2
09-04-21,Terengganu,3679,3555,13,0,29,4
10-04-21,Terengganu,3723,3560,13,0,44,5
11-04-21,Terengganu,3757,3567,13,0,34,7
12-04-21,Terengganu,3779,3575,13,0,22,8
13-04-21,Terengganu,3792,3583,14,1,13,8
14-04-21,Terengganu,3806,3585,14,0,14,2
15-04-21,Terengganu,3863,3592,14,0,57,7
16-04-21,Terengganu,3879,3599,14,0,16,7
17-04-21,Terengganu,3879,3612,14,0,0,13
18-04-21,Terengganu,3895,3649,14,0,16,37
19-04-21,Terengganu,3903,3683,14,0,8,34
20-04-21,Terengganu,3918,3721,14,0,15,38
21-04-21,Terengganu,3919,3749,14,0,1,28
22-04-21,Terengganu,3941,3800,14,0,22,51
23-04-21,Terengganu,3952,3816,14,0,11,16
24-04-21,Terengganu,4002,3823,14,0,50,7
25-04-21,Terengganu,4027,3829,14,0,25,6
26-04-21,Terengganu,4036,3854,14,0,9,25
27-04-21,Terengganu,4097,3878,14,0,61,24
28-04-21,Terengganu,4137,3886,14,0,40,8
29-04-21,Terengganu,4156,3911,14,0,19,25
30-04-21,Terengganu,4193,3951,14,0,37,40
01-05-21,Terengganu,4235,3976,15,1,42,25
02-05-21,Terengganu,4419,3990,15,0,184,14
03-05-21,Terengganu,4457,4005,15,0,38,15
04-05-21,Terengganu,4510,4023,15,0,53,18
05-05-21,Terengganu,4583,4042,15,0,73,19
06-05-21,Terengganu,4641,4094,16,1,58,52
07-05-21,Terengganu,4728,4128,16,0,87,34
08-05-21,Terengganu,4799,4145,16,0,71,17
09-05-21,Terengganu,4848,4177,16,0,49,32
10-05-21,Terengganu,4941,4342,16,0,93,165
11-05-21,Terengganu,5034,4372,16,0,93,30
12-05-21,Terengganu,5094,4431,17,1,60,59
13-05-21,Terengganu,5242,4494,17,0,148,63
14-05-21,Terengganu,5407,4566,18,1,165,72
15-05-21,Terengganu,5526,4629,18,0,119,63
16-05-21,Terengganu,5584,4693,20,2,58,64
17-05-21,Terengganu,5785,4759,20,0,201,66
18-05-21,Terengganu,5941,4830,20,0,156,71
19-05-21,Terengganu,6144,4898,20,0,203,68
20-05-21,Terengganu,6377,5027,23,3,233,129
21-05-21,Terengganu,6516,5197,23,0,139,170
22-05-21,Terengganu,6701,5293,23,0,185,96
23-05-21,Terengganu,6967,5406,23,0,266,113
24-05-21,Terengganu,7230,5498,25,2,263,92
25-05-21,Terengganu,7498,5615,26,1,268,117
26-05-21,Terengganu,7675,5882,26,0,177,267
27-05-21,Terengganu,7957,6111,27,1,282,229
28-05-21,Terengganu,8164,6338,29,2,207,227
29-05-21,Terengganu,8353,6598,33,4,189,260
30-05-21,Terengganu,8567,6812,37,4,214,214
31-05-21,Terengganu,8771,7104,37,0,204,292
01-06-21,Terengganu,8969,7320,39,2,198,216
02-06-21,Terengganu,9193,7566,44,5,224,246
03-06-21,Terengganu,9320,7823,50,6,127,257
04-06-21,Terengganu,9523,7992,52,2,203,169
05-06-21,Terengganu,9713,8240,53,1,190,248
06-06-21,Terengganu,9871,8427,56,3,158,187
07-06-21,Terengganu,9988,8680,57,1,117,253
08-06-21,Terengganu,10094,8908,60,3,106,228
09-06-21,Terengganu,10265,9039,61,1,171,131
10-06-21,Terengganu,10373,9200,62,1,108,161
11-06-21,Terengganu,10439,9401,65,3,66,201
12-06-21,Terengganu,10521,9583,65,0,82,182
13-06-21,Terengganu,10567,9764,66,1,46,181
14-06-21,Terengganu,10653,9924,67,1,86,160
15-06-21,Terengganu,10696,10055,68,1,43,131
16-06-21,Terengganu,10752,10170,68,0,56,115
17-06-21,Terengganu,10829,10279,69,1,77,109
18-06-21,Terengganu,10861,10359,70,1,32,80
19-06-21,Terengganu,10923,10427,70,0,62,68
20-06-21,Terengganu,10935,10500,70,0,12,73
21-06-21,Terengganu,10953,10566,72,2,18,66
22-06-21,Terengganu,10990,10612,73,1,37,46
23-06-21,Terengganu,11017,10672,73,0,27,60
24-06-21,Terengganu,11046,10726,74,1,29,54
25-06-21,Terengganu,11092,10785,74,0,46,59
26-06-21,Terengganu,11121,10821,75,1,29,36
27-06-21,Terengganu,11137,10874,75,0,16,53
28-06-21,Terengganu,11160,10904,75,0,23,30
29-06-21,Terengganu,11181,10925,76,1,21,21
30-06-21,Terengganu,11201,10991,76,0,20,66
01-07-21,Terengganu,11251,11016,77,1,50,25
02-07-21,Terengganu,11295,11029,77,0,44,13
03-07-21,Terengganu,11346,11060,77,0,51,31
04-07-21,Terengganu,11400,11087,78,1,54,27
05-07-21,Terengganu,11417,11091,78,0,17,4
06-07-21,Terengganu,11478,11119,78,0,61,28
07-07-21,Terengganu,11521,11143,79,1,43,24
08-07-21,Terengganu,11589,11147,80,1,68,4
09-07-21,Terengganu,11671,11154,82,2,82,7
10-07-21,Terengganu,11721,11164,82,0,50,10
11-07-21,Terengganu,11759,11175,82,0,38,11
12-07-21,Terengganu,11899,11212,82,0,140,37
13-07-21,Terengganu,11992,11246,82,0,93,34
14-07-21,Terengganu,12181,11304,83,1,189,58
15-07-21,Terengganu,12251,11337,83,0,70,33
16-07-21,Terengganu,12353,11394,85,2,102,57
17-07-21,Terengganu,12530,11489,87,2,177,95
18-07-21,Terengganu,12653,11507,88,1,123,18
19-07-21,Terengganu,12797,11567,91,3,144,60
20-07-21,Terengganu,12987,11631,92,1,190,64
21-07-21,Terengganu,13158,11736,95,3,171,105
22-07-21,Terengganu,13549,11831,97,2,391,95
23-07-21,Terengganu,13778,11934,98,1,229,103
24-07-21,Terengganu,14045,12106,101,3,267,172
25-07-21,Terengganu,14318,12246,102,1,273,140
26-07-21,Terengganu,14563,12390,104,2,245,144
27-07-21,Terengganu,14880,12555,107,3,317,165
28-07-21,Terengganu,15370,12777,107,0,490,222
29-07-21,Terengganu,15807,13052,115,8,437,275
30-07-21,Terengganu,16065,13267,120,5,258,215
16-03-20,W.P. Kuala Lumpur,106,0,0,0,106,0
17-03-20,W.P. Kuala Lumpur,113,0,0,0,7,0
18-03-20,W.P. Kuala Lumpur,119,0,0,0,6,0
